DB Accession Number,Molecule Names,ATC Codes,Type,Groups,DB SMILES,Neutralized SMILES
DB00910; ZINC000013911941; CHEMBL1200622,Paricalcitol ; PARICALCITOL; Paricalcitol,H05BX,Small Molecule,NotAvailable,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
DB00911; ZINC000000113446; CHEMBL1220; JUAN482,Tinidazole ; TINIDAZOLE; Tinidazole; Tinidazol,A02BD; G01AF; J01RA; J01XD; P01AB,Small Molecule,NotAvailable,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
DB00912; ZINC000003798537; CHEMBL1272; D00594,Repaglinide ; REPAGLINIDE; Repaglinide; Surepost,A10BD; A10BX,Small Molecule,NotAvailable,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
DB00913; CHEMBL1201347,Anileridine ; Anileridine,N01AH,Small Molecule,NotAvailable,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
DB00914; CHEMBL170988,Phenformin ; Phenformin,A10BA; A10BD,Small Molecule,NotAvailable,NC(=N)NC(=N)NCCC1=CC=CC=C1,N=C(N)NC(=N)NCCc1ccccc1
DB00915; ZINC000000968256; CHEMBL660; JUAN516,Amantadine ; AMANTADINE; AMANTADINE HYDROCHLORIDE; AMANTADINE SULFATE; Amantadine; Amantadine,J05AC; N04BB,Small Molecule,NotAvailable,NC12CC3CC(CC(C3)C1)C2,NC12CC3CC(CC(C3)C1)C2
DB00916; ZINC000000113442; CHEMBL137; JUAN477,Metronidazole ; METRONIDAZOLE; METRONIDAZOLE BENZOATE; METRONIDAZOLE HYDROCHLORIDE; Metronidazole; Metronidazole,A01AB; A02BD; D06BX; G01AF; J01RA; J01XD; P01AB,Small Molecule,NotAvailable,CC1=NC=C(N1CCO)[N+]([O-])=O,Cc1ncc([N+](=O)[O-])n1CCO
DB00917; ZINC000003830713; CHEMBL548,Dinoprostone ; DINOPROSTONE; Dinoprostone,G02AD,Small Molecule,NotAvailable,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
DB00918; ZINC000000018087; CHEMBL1505; JUAN38,Almotriptan ; ALMOTRIPTAN; ALMOTRIPTAN MALATE; Almotriptan; Almotriptan,N02CC,Small Molecule,NotAvailable,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12
DB00919; CHEMBL1167,Spectinomycin ; Spectinomycin,J01XX,Small Molecule,NotAvailable,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
DB00920; ZINC000000004351; CHEMBL534; JUAN789,Ketotifen ; KETOTIFEN; KETOTIFEN FUMARATE; Ketotifen; Ketotifen,R06AX; S01GX,Small Molecule,NotAvailable,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
DB00921; D07132,Buprenorphine ; Norspan,N02AE; N07BC,Small Molecule,NotAvailable,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
DB00922; CHEMBL2051955,Levosimendan ; Levosimendan,C01CX,Small Molecule,NotAvailable,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
DB00923; CHEMBL1201046,Ceforanide ; Ceforanide,J01DC,Small Molecule,NotAvailable,[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
DB00924; ZINC000000968263; CHEMBL669,Cyclobenzaprine ; CYCLOBENZAPRINE; CYCLOBENZAPRINE HYDROCHLORIDE; Cyclobenzaprine,M03BX,Small Molecule,NotAvailable,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
DB00925; CHEMBL753,Phenoxybenzamine ; Phenoxybenzamine,C04AX,Small Molecule,NotAvailable,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
DB00927; JUAN825,Famotidine ; Famotidine,A02BA,Small Molecule,NotAvailable,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1
DB00928; ZINC000003861768; CHEMBL1489; D03021,Azacitidine ; AZACITIDINE; Azacitidine; Vidaza,L01BC,Small Molecule,NotAvailable,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
DB00929; CHEMBL606,Misoprostol ; Misoprostol,A02BB; G02AD; M01AE,Small Molecule,NotAvailable,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
DB00931; CHEMBL249837,Metacycline ; Metacycline,J01AA,Small Molecule,NotAvailable,[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
DB00932; ZINC000100016058; CHEMBL222559,Tipranavir ; TIPRANAVIR; TIPRANAVIR DISODIUM; Tipranavir,J05AE,Small Molecule,NotAvailable,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
DB00933; CHEMBL1088,Mesoridazine ; Mesoridazine,N05AC,Small Molecule,NotAvailable,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
DB00934; ZINC000001530688; CHEMBL21731; JUAN152,Maprotiline ; MAPROTILINE; MAPROTILINE HYDROCHLORIDE; Maprotiline; Maprotiline,N06AA,Small Molecule,NotAvailable,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,CNCCCC12CCC(c3ccccc31)c1ccccc12
DB00935; ZINC000000057435; CHEMBL762; JUAN682; JUAN689,Oxymetazoline ; OXYMETAZOLINE; OXYMETAZOLINE HYDROCHLORIDE; Oxymetazoline; Oximetazolinum,D11AX; R01AA; R01AB; S01GA,Small Molecule,NotAvailable,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
DB00936; ZINC000000001554; CHEMBL3707342; CHEMBL424; CHEMBL447868; JUAN312; JUAN811,Salicylic acid ; AMMONIUM SALICYLATE; CHOLINE SALICYLATE; IMIDAZOLE SALICYLATE; MAGNESIUM SALICYLATE; SALCOLEX; SALICYLIC ACID; SODIUM SALICYLATE; STRONTIUM SALICYLATE; TROLAMINE SALICYLATE; Potassium salicylate; Salicylic acid; Sodium salicylate; Salicylate,A01AD; C05BX; D01AE; G04BX; N02BA; S01BC,Small Molecule,NotAvailable,OC(=O)C1=CC=CC=C1O,O=C(O)c1ccccc1O
DB00937; CHEMBL1194666,Diethylpropion ; Amfepramone,A08AA,Small Molecule,NotAvailable,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)c1ccccc1
DB00938; CHEMBL1263; JUAN729,Salmeterol ; Salmeterol; Salmeterol,R03AC; R03AK,Small Molecule,NotAvailable,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
DB00939; ZINC000000001655; CHEMBL509,Meclofenamic acid ; MECLOFENAMATE SODIUM; MECLOFENAMIC ACID; Meclofenamic acid,M01AG; M02AA,Small Molecule,NotAvailable,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
DB00940; CHEMBL1201264,Methantheline ; Methantheline,A03AB,Small Molecule,NotAvailable,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
DB00941; CHEMBL1201349,Hexafluronium ; Hexafluronium,M03AC,Small Molecule,NotAvailable,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
DB00943; CHEMBL853,Zalcitabine ; Zalcitabine,J05AF,Small Molecule,NotAvailable,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
DB00944; CHEMBL1201229,Demecarium ; Demecarium,S01EB,Small Molecule,NotAvailable,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1
DB00945; ZINC000000000053; CHEMBL25; JUAN16,Aspirin ; ASPIRIN; LYSINE ACETYLSALICYLATE; Acetylsalicylic acid; Acetylsalicylic acid,A01AD; B01AC; B01AF; C07FX; C10BX; M01BA; N02AJ; N02BA,Small Molecule,NotAvailable,CC(=O)OC1=CC=CC=C1C(O)=O,CC(=O)Oc1ccccc1C(=O)O
DB00946; CHEMBL1465,Phenprocoumon ; Phenprocoumon,B01AA,Small Molecule,NotAvailable,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O
DB00947; CHEMBL1358; D01161,Fulvestrant ; Fulvestrant; Faslodex,L02BA,Small Molecule,NotAvailable,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
DB00948; CHEMBL1731,Mezlocillin ; Mezlocillin,J01CA; J01CR,Small Molecule,NotAvailable,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00949; ZINC000001530803; CHEMBL1094,Felbamate ; FELBAMATE; Felbamate,N03AX,Small Molecule,NotAvailable,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,NC(=O)OCC(COC(N)=O)c1ccccc1
DB00950; CHEMBL914; D00671; JUAN791,Fexofenadine ; Fexofenadine; Allegra; Fexofenadine,R06AX,Small Molecule,NotAvailable,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DB00951; ZINC000000001590; CHEMBL64; JUAN502,Isoniazid ; ISONIAZID; Isoniazid; Isoniazid,J04AC; J04AM,Small Molecule,NotAvailable,NNC(=O)C1=CC=NC=C1,NNC(=O)c1ccncc1
DB00952; ZINC000000004076; CHEMBL1278; D00674; JUAN35,Naratriptan ; NARATRIPTAN; NARATRIPTAN HYDROCHLORIDE; Naratriptan; Amerge; Naratriptan,N02CC,Small Molecule,NotAvailable,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
DB00953; ZINC000000005895; CHEMBL905; JUAN37,Rizatriptan ; RIZATRIPTAN; RIZATRIPTAN BENZOATE; RIZATRIPTAN SULFATE; Rizatriptan; Rizatriptan,N02CC,Small Molecule,NotAvailable,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
DB00955; CHEMBL1572,Netilmicin ; Netilmicin,J01GB; S01AA,Small Molecule,NotAvailable,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O
DB00956; ZINC000001280665; CHEMBL1457,Hydrocodone ; HYDROCODONE; HYDROCODONE BITARTRATE; Hydrocodone,N02AJ; R05DA,Small Molecule,NotAvailable,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
DB00957,Norgestimate ,G03AA; G03AB; G03FA,Small Molecule,NotAvailable,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC
DB00959; ZINC000003875560; CHEMBL650,Methylprednisolone ; METHYLPREDNISOLONE; METHYLPREDNISOLONE ACETATE; Methylprednisolone,D07AA; D07CA; D10AA; H02AB; H02BX; S01CA; S03CA,Small Molecule,NotAvailable,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
DB00960; CHEMBL500,Pindolol ; Pindolol,C07AA; C07CA,Small Molecule,NotAvailable,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,CC(C)NCC(O)COc1cccc2[nH]ccc12
DB00961; CHEMBL1087,Mepivacaine ; Mepivacaine,N01BB,Small Molecule,NotAvailable,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Cc1cccc(C)c1NC(=O)C1CCCCN1C
DB00962; ZINC000000006300; CHEMBL1521; JUAN134,Zaleplon ; ZALEPLON; Zaleplon; Zaleplon,N05CF,Small Molecule,NotAvailable,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
DB00963; ZINC000002570817; CHEMBL1077; D03163,Bromfenac ; BROMFENAC; BROMFENAC SODIUM; Bromfenac; Bronuck,S01BC,Small Molecule,NotAvailable,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1
DB00964,Apraclonidine ,S01EA,Small Molecule,NotAvailable,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
DB00966; ZINC000001530886; CHEMBL1017; D00627; JUAN374,Telmisartan ; TELMISARTAN; Telmisartan; Micardis; Telmisartan,C09CA; C09DA; C09DB; C09DX; C10BX,Small Molecule,NotAvailable,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
DB00967; ZINC000000001261; CHEMBL1172; D03693; JUAN792,Desloratadine ; DESLORATADINE; Desloratadine; Desalex; Desloratadine,R06AX,Small Molecule,NotAvailable,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
DB00968; ZINC000000020255; CHEMBL459,Methyldopa ; METHYLDOPA; METHYLDOPA (RACEMIC); Methyldopa (levorotatory),C02AB,Small Molecule,NotAvailable,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
DB00969; CHEMBL1110,Alosetron ; Alosetron,A03AE,Small Molecule,NotAvailable,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
DB00970,Dactinomycin ,L01DA,Small Molecule,NotAvailable,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O
DB00972; CHEMBL639; JUAN693,Azelastine ; Azelastine; Azelastine,R01AC; R06AX; S01GX,Small Molecule,NotAvailable,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
DB00973; ZINC000003810860; CHEMBL1138; D01966,Ezetimibe ; EZETIMIBE; Ezetimibe; Zetia,C10AX; C10BA,Small Molecule,NotAvailable,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
DB00975; ZINC000000643046; CHEMBL932,Dipyridamole ; DIPYRIDAMOLE; Dipyridamole,B01AC,Small Molecule,NotAvailable,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
DB00976; ZINC000009574770; CHEMBL1136; D01078,Telithromycin ; TELITHROMYCIN; Telithromycin; Ketek (withdrawn),J01FA,Small Molecule,NotAvailable,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
DB00977; ZINC000003812897; CHEMBL691,Ethinylestradiol ; ETHINYL ESTRADIOL; Ethinylestradiol,G03AA; G03AB; G03CA; L02AA,Small Molecule,NotAvailable,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
DB00978; CHEMBL561,Lomefloxacin ; Lomefloxacin,J01MA; S01AE,Small Molecule,NotAvailable,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
DB00979; CHEMBL1201338,Cyclopentolate ; Cyclopentolate,S01FA,Small Molecule,NotAvailable,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
DB00980; ZINC000003960338; CHEMBL1218,Ramelteon ; RAMELTEON; Ramelteon,N05CH,Small Molecule,NotAvailable,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
DB00981; CHEMBL94,Physostigmine ; Physostigmine,S01EB,Small Molecule,NotAvailable,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
DB00982; ZINC000003792789; CHEMBL547,Isotretinoin ; ISOTRETINOIN; Isotretinoin,D10AD; D10BA,Small Molecule,NotAvailable,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
DB00983; CHEMBL1256786; JUAN730,Formoterol ; Formoterol; Formoterol,R03AC; R03AK; R03AL; R03CC,Small Molecule,NotAvailable,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
DB00986; CHEMBL1201027; CHEMBL1201335,Glycopyrronium ; Glycopyrronium bromide; Glycopyrronium,A03AB; A03CA; D11AA; R03AL; R03BB,Small Molecule,NotAvailable,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
DB00987; ZINC000003795098; CHEMBL803,Cytarabine ; CYTARABINE; CYTARABINE HYDROCHLORIDE; Cytarabine,L01BC; L01XY,Small Molecule,NotAvailable,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
DB00988; ZINC000000033882; CHEMBL59; JUAN231,Dopamine ; DOPAMINE; DOPAMINE HYDROCHLORIDE; Dopamine; Dopamine,C01CA,Small Molecule,NotAvailable,NCCC1=CC(O)=C(O)C=C1,NCCc1ccc(O)c(O)c1
DB00989; ZINC000000004413; CHEMBL636; D03822,Rivastigmine ; RIVASTIGMINE; RIVASTIGMINE TARTRATE; Rivastigmine; Exelon,N06DA,Small Molecule,NotAvailable,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
DB00990; ZINC000003973334; CHEMBL1200374; D00963,Exemestane ; EXEMESTANE; Exemestane; Aromasin,L02BG,Small Molecule,NotAvailable,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
DB00991; ZINC000049643479; CHEMBL1071,Oxaprozin ; OXAPROZIN; OXAPROZIN POTASSIUM; Oxaprozin,M01AE,Small Molecule,NotAvailable,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
DB00992; CHEMBL1096562,Methyl aminolevulinate ; Methyl aminolevulinate,L01XD,Small Molecule,NotAvailable,COC(=O)CCC(=O)CN,COC(=O)CCC(=O)CN
DB00993; ZINC000004258316; JUAN661,Azathioprine ; AZATHIOPRINE; AZATHIOPRINE SODIUM; Azatioprin,L04AA; L04AX,Small Molecule,NotAvailable,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
DB00995,Auranofin ,M01CB,Small Molecule,NotAvailable,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
DB00996; ZINC000000004949; CHEMBL940; D00332; JUAN58,Gabapentin ; GABAPENTIN; METFORMIN GABAPENTIN SALT; Gabapentin; Gabapen; Gabapentine,N02BF; N03AX,Small Molecule,NotAvailable,NCC1(CC(O)=O)CCCCC1,NCC1(CC(=O)O)CCCCC1
